,Title,Company,Description,URL
36,Data Analyst,INFOCEPTS PTE. LTD.,"InfoCepts is a global leader of end-to-end data & analytics solutions with nearly 20 years of experience, also named as Gartner’s 2020, 2021 and 2022 customers’ choice for Data & Analytics providers. We continue to grow rapidly year over year, now employing more than 1,000 people in offices across the globe. As we have grown, we have stayed true to our mission—to always help our customers stay modern that help them make smart, data-driven decisions. Since 2004, we have deployed hundreds of high performance analytics applications over web and mobile platforms, built several advanced analytics models, processed petabytes of data using Big Data technologies and delivered several high impact business solutions. Driven by our vision of delivering great customer experiences, we are looking for professionals who are passionate about making the world a better place by leveraging the power of data.

We are hiring aspiring / proven data analysts to join us in our cause of helping customer Stay Modern, ahead of the technology curve!


Roles and Responsibilities
Using automated tools to extract data from primary and secondary sources
Removing corrupted data and fixing coding errors and related problems
Developing and maintaining data in databases, data systems – reorganizing data in a readable format
Performing analysis to assess quality and meaning of data
Filter data by reviewing reports and performance indicators to identify and correct code problems
Using statistical tools to identify, analyze, and interpret patterns and trends in complex data sets that could be helpful for the diagnosis and prediction
Preparing reports for stakeholders stating trends, patterns, and predictions using relevant data, with the aim of driving stakeholder action on their businesses/functions
Building dashboards and curating data stories for use cases

Skills Required
A successful data analyst needs to have a combination of technical as well leadership skills. A background in Mathematics, Statistics, Computer Science, Information Management, Engineering, Sciences or Economics can serve as a solid foundation to build your career as a data analyst.
1 to 2 years of data analyticcs experience
Strong proficiency in Python and SQL scripting skills
Prior experience with at least 1 BI tool such as Tableau, PowerBI, QlikSense and/or similar software is essential
Knowledge of how to create and apply the most accurate algorithms to datasets in order to find solutions
Knowledge of at least one database tool such as MySQL, MS SQL and/or PostgreSQL
Strong mathematical skills to help collect, measure, organize and analyze data
Adept at queries with good communication and stakeholder management skills",https://www.mycareersfuture.gov.sg/job/information-technology/data-analyst-infocepts-e345b92be61e058dd321a816fa5157eb?source=MCF&event=Search
37,Data Analyst,TANGSPAC CONSULTING PTE LTD,"Design, development, testing and deployment of financial dashboards using Tableau. Hands-on development of data models and visualisations will be required.
Collaborate with cross functional teams to understand business requirements, define technical or process specifications and deliver visualization solutions that generate business insights for end-users
Leverage advanced Tableau functionality (parameters, actions, table calculations, LOD expressions, etc.) to create analytical dashboards
Develop and automate data processing pipelines for data modelling, analysis, and reporting from various data sources system
Implement and maintain proper data governance process to ensure data availability, integrity and completeness for key stakeholders
Support Finance partners and stakeholders through use of data analytics",https://www.mycareersfuture.gov.sg/job/banking-finance/data-analyst-tangspac-consulting-a01b05c4c149148404fcad1be240a6cc?source=MCF&event=Search
38,Business & Data Analyst,SWAT MOBILITY PTE. LTD.,"What do we do?
Join the ride at SWAT Mobility - If you're up for a challenge with one of the most exciting startups in the field of Smart Mobility, Transit and Logistics Technology!

SWAT is a high-tech mobility company that focuses on dynamic, on-demand, ride-sharing technology. With our world-class routing platform, we have deployed our solutions for governments in Singapore, Japan and Australia. Having deployed in 8 countries, we also look at solving multiple mobility challenges including optimizing employee transport for large corporations, reimagining public transport, creating data driven intelligent transport planning and introducing high tech logistics solutions to bring higher convenience, better visibility and reduced cost to our customers.

We are on a mission to empower the world to move more with less.
SWAT is looking for a Business & Data Analyst to join the Analytics Team. The ideal candidate is someone who is able to think critically, is a self-starter, and comfortable with open ended problem solving. We value effective communicators with a positive work attitude that are motivated by the desire to learn, achieve and contribute.

Responsibilities
Partner with sales and operations teams in developing pre-sales solutions, analyzing client data and validating solutions with our in-house simulation engine.
Support analytics services delivering large-scale analytics consulting projects.
Design and implement operational dashboards and queries for internal/external stakeholders to assist in pattern, trend and business insights identification.
Write scripts to automate reports workflows and processing of large datasets.
Desired Skills
Advanced Python knowledge
Basic to intermediate SQL knowledge
Ability to work with large amounts of data to discover patterns and trends and form conclusions based on findings. Must be extremely detail oriented.
Ability to create beautiful, structured presentation decks
Excellent analytical, communication and problem-solving skills
Exposure to one or more dashboarding platforms (Tableau/PowerBI/Metabase)
Knowledge of Geographical Information Systems (GIS) tools would be a bonus
Experience in the transportation sector would be a bonus
Qualifications
Minimum of 2 years experience in a Data Analytics role.
Bachelor’s Degree or higher from a recognised university, preferably in a quantitative subject.
If you are not from a quantitative subject you are still more than welcome to apply, so long as you are able to meet the technical skill requirements specified above.",https://www.mycareersfuture.gov.sg/job/information-technology/business-data-analyst-swat-mobility-220e8a6e00521e7aac2f3b8daa2b0361?source=MCF&event=Search
39,Data Analyst,KEPPEL DIGI PTE. LTD.,"Job Description
Design and develop monitoring systems and implement instrumentation of equipment and data acquisition.
Development of applications on IIOT platform, design, setup and deployment.
Implementing algorithms that can deliver data-exploration, decision support, recommendation systems, machine learning, etc.
Analysis of data and deriving actionable outcomes.
Requirements
PhD/ Master/ Bachelor degree in computer science, computer engineering, information systems, industrial automation or a related discipline.
Expertise in monitoring systems, computer networks, data structure, system deployment, and software engineering etc.
Experiences in programming languages and/or development environment are advantages.",https://www.mycareersfuture.gov.sg/job/others/data-analyst-keppel-digi-91343ce72eb0485a4f704d2ead033ff4?source=MCF&event=Search
40,22600225 Data Analyst,CITIBANK N.A.,"The Data Governance Senior Analyst is a seasoned professional role. Applies in-depth disciplinary knowledge, contributing to the development of new techniques and the improvement of processes and work-flow for the area or function. Integrates subject matter and industry expertise within a defined area. Requires in-depth understanding of how areas collectively integrate within the sub-function as well as coordinate and contribute to the objectives of the function and overall business. Evaluates moderately complex and variable issues with substantial potential impact, where development of an approach/taking of an action involves weighing various alternatives and balancing potentially conflicting situations using multiple sources of information. Requires good analytical skills in order to filter, prioritize and validate potentially complex and dynamic material from multiple sources. Strong communication and diplomacy skills are required. Regularly assumes informal/formal leadership role within teams. Involved in coaching and training of new recruits. Significant impact in terms of project size, geography, etc. by influencing decisions through advice, counsel and/or facilitating services to others in area of specialization. Work and performance of all teams in the area are directly affected by the performance of the individual.

Responsibilities:
Consults with business end users to ensure appropriate integration of functions to meet goals; defines necessary system enhancements to deploy new projects and process enhancements.
Provides technical knowledge to ensure efficient design, development and implementation on complex projects.
Reviews and evaluates work of other business consultants.
Leads system change process from requirements through implementation.
Evaluates subordinates' performance and makes decisions on pay increases, promotions, terminations, and other personnel actions.
Applies good understanding of concepts and procedures within own business analysis area to resolve issues.
Demonstrates a comprehensive understanding of how areas of business analysis collectively integrate to contribute to achieving business goals.
Provides evaluative judgment based on analysis of factual information in complicated and unique situations.
Responsible for delivery of end results and contributes to planning, budget management and formulation of procedures which directly impacts the business analysis area; influences resource planning.
Provides operational/service leadership and direction to team(s).
Applies in-depth disciplinary knowledge through provision of value-added perspectives or advisory services.
Contributes to the development of new techniques, models and plans within area of expertise
Ensures motivation and development of team through professional leadership to include duties such as performance evaluation, compensation, hiring, disciplinary and terminations as well as direction of daily tasks and responsibilities.
Regularly assumes informal/formal leadership role within teams. Involved in coaching and training of new recruits
Performs other duties and functions as assigned.
Appropriately assess risk when business decisions are made, demonstrating particular consideration for the firm's reputation and safeguarding Citigroup, its clients and assets, by driving compliance with applicable laws, rules and regulations, adhering to Policy, applying sound ethical judgment regarding personal behavior, conduct and business practices, and escalating, managing and reporting control issues with transparency.
Qualifications:
5-8 years relevant experience
Demonstrated Data Analyst skillset
Advanced understanding of Project management methodologies and tools
Intermediate to senior level experience in a Data Analysis role with commensurate people management experience.
Ability to monitor tight deadlines or unexpected requirement changes
Education:
Bachelor’s/University degree or equivalent experience",https://www.mycareersfuture.gov.sg/job/banking-finance/22600225-data-analyst-citibank-na-daae585e19e85e1684dbc556805c635d?source=MCF&event=Search
41,Data Analyst,WECHAIN FINTECH PTE. LTD.,"Responsibilities
Conducting analysis of user and business behavior
Design and conceptualize solution to drive user and business growth
Evaluating performance against KPIs and big data to find growth opportunities
Attracting user through the use of efficient channels to boost user growth
Attention to details especially to data fluctuations, competitors, etc
Responsible for cross-departmental groups cooperation to achieve new business indicator and boost business performance
Requirements
Min bachelor’s degree or any other equivalent qualifications
Min 2-3 years of Data Analysis work experience
Strong execution, collaboration, organization, coordination skills. Highly motivated. Think Users first
Well equipped with knowledge of Python or Tableau for the purpose of data analysis and modelling
Experience in user growth management preferred
Benefits
Up to 20 days Annual Leave
Festive Gifts
Flexible Working Hours
Overtime Meal and Transport Benefits
Employee Growth Funding
Group Insurance
Regular Employee Bonding Events
Attractive Annual Variable Bonus AND Quarterly Performance Incentives
Culture
We foster our core values through active listening, caring, and supporting continuous improvement for all our staff members
Experience the energetic working environment with multicultural staff members with varied skills and experiences",https://www.mycareersfuture.gov.sg/job/engineering/data-analyst-wechain-fintech-ae3e7bcfc0d87c94b4ff8eef5e845032?source=MCF&event=Search
42,Senior Business Analyst (Data Analytics),EAMES CONSULTING GROUP (SINGAPORE) PTE. LTD.,"Job Responsibilities:
Involved in end-to-end project delivery from technical solutioning till go-live and change requests
Work with business users for requirements gathering and partnering with IT for solutioning
Preparing BRDs and FSDs
Supporting UAT
Conducting system training and user training manuals

Requirements:
At least 7 years of experience as a data business analyst
Hands on experience in Power BI, Teradata, Hadoop, Cloudera CDP
Ideal to have: experience with Oracle ERP, data modeling on regulatory reporting
Ability to communicate with senior stakeholders",https://www.mycareersfuture.gov.sg/job/information-technology/senior-business-analyst-eames-consulting-group-5d313f79fa9d1d9eb20e812a51bd2b24?source=MCF&event=Search
43,Senior Data Analyst,NANYANG TECHNOLOGICAL UNIVERSITY,"The Senior Data Analyst role is important to:
lead and implement Student Data Analytic Projects that aid data-informed decision-making and reporting, as well as to enhance student experience.
manage Student Data Catalogue and metadata in Denodo virtual data warehouse and develop integrated datasets for data analytics and reporting.
fully implement and enforce the Student Data Governance Framework and extensive adoption of the framework by Colleges, Schools, and Departments, that ensures data quality which is most critical for Data Analytics.
train end-users on new reports and dashboards.
Responsibilities:
leading the implementation of Student Data Governance (SDG) framework across Student Admin Departments, Colleges, and Schools; Secretariat support to the SDG Steering Committee Meetings
leading and conducting Data Quality (DQ) Assurance programme across different data areas and monitor DQ via developing DQ dashboard
developing and managing student data catalogue for management reporting and data analytics projects
driving the adoption of NTU Education Dashboards to support decision-making at different level of the University
leading, developing, and managing data analytics projects to provide enhanced insights from student data, such as student profiling, data analysis to support policy maker in relevant policies, predictive analysis of students at-risk, degree programme quality assurance analysis, student quantitative or qualitative feedback analysis using Natural Language Processing (NLP)
training staff in data-related framework, concepts, and competency in data analytics
supporting business data users in student data migration activities (including profiling, cleansing, mapping of data) during the Student Management System (SMS) project implementation
[The role is expected to lead and facilitate, in addition to execution.]
Requirements:
Bachelor / Master’s degree in data sciences / computer science / mathematics
More than 5 years’ working experiences in data analytics / data governance
Possesses technical expertise in data models, database design & development, data mining & machine learning; knowledge in Natural Language Processing (NLP) is an advantage
Good knowledge of and experience with data visualisation tools (e.g., Qlik Sense), and programming languages including Python/R and SQL
Experience in planning and developing data analytic projects to support business needs
Ability to communicate effectively with business users on data-related requirements and outcomes",https://www.mycareersfuture.gov.sg/job/information-technology/senior-data-analyst-nanyang-technological-university-e7b8dde837e2a2941428ca1a7da76e14?source=MCF&event=Search
44,Data Analyst,NSEARCH GLOBAL PTE. LTD.,"Our client, one of world’s largest financial services institutions is looking for:
Data Analyst
Responsibilities:
Be a key member of the data analysis team breaking down data problems into smaller parts that can be resolved in a targeted way Identify, analyze, and interpret trends or patterns in complex data sets
You will work with a team of analysts, comprising of businesses, business analysts, process subject matter experts, technology leads to deliver current state analysis, process re-engineering, establish and facilitate resolution to data quality issues
Leverage technical capabilities to drive the development, evolution, and implementation of data enhancements, that will enable self-service by data consumers
Evaluate data management, data quality and data access processes for gaps, inefficiencies, and opportunities; provide recommendations for improvement
Implement solutions and processes for management and governance across data quality metrics, metadata, lineage, data access rights and business definitions
Provide support to users and assist business unit controllers in translating data requirements into deliverables
Ensure technical solutions provided are appropriate and support process changes
Ensure successful delivery of resolutions and enhancements from analysis and specification of users' requirements, solutioning, test planning, facilitation of simulation, preparation for implementation, live verification, and documentation
Maintain a robust communication between all the stakeholders to ensure coordination and delivery of task and activities, proper engagement and drive effective management decision making on relevant issues escalation
-------------------------------------------------------------------------------------------------------
Interested applicants can also email CV at vimmi@nsearchglobal.com (for faster processing, please state the exact job / position title applied “Data Analyst”)
Only shortlisted candidates will be notified.
-------------------------------------------------------------------------------------------------------
EA License Number: 10C3636
EA Personnel Name: Vimmi Baunthiyal
EA Personnel Registration Number: R1543982",https://www.mycareersfuture.gov.sg/job/banking-finance/data-analyst-nsearch-global-09f4bad91bf1a3ad99538c1d23f320a4?source=MCF&event=Search
45,"Data Analyst (.NET, SQL)",TANGSPAC CONSULTING PTE LTD,"Responsibilities:
Leverage on data analytics knowledge & experience to facilitate to uncover the business pattern. Candidate must data mining/analyst skill and developer (.NET, SQL) skills

• Perform Data mining work and analysis, present result in a clear manner for the deployment of IAM Roled Based.
• Processing, cleansing, and verifying the integrity of data used for analysis
• Able to articulate clearly the business objective and the corresponding technical work to accomplish this.
o Expect him to build up the required report in Tableau/3rd party Tool
o Documenting and communicating the results of your efforts.
• Expect him to provide support on Tableau / UAT/ 3rd party tool , as business is embarking on self-service journey for business intelligence platform.
• Managing users requests and user roles.
• Handling confidential data and information according to guidelines.
• Developing dashboards for analysis using Tableu/3rd party tool from multiple production systems.
• Managing and designing the reporting environment, including data sources, security, and metadata.
• Supporting initiatives for data integrity and normalization.
• Assessing tests and implementing new or upgraded software and assisting with strategic decisions on new systems.
• Troubleshooting the reporting database environment and reports.
• Evaluating changes and updates to source systems.
• Training end users on new reports and dashboards.
• Providing technical expertise on data storage structures, data mining, and data cleansing.

Interested candidates please email your latest resume to amit.kotian@tangspac.com
EA License: 07C3635 | EA Registration ID is R1877874",https://www.mycareersfuture.gov.sg/job/banking-finance/data-analyst-tangspac-consulting-66ea1e7d7556e7e719f38f3d8cabc80d?source=MCF&event=Search
46,"Analyst, Data Operations",BLACKROCK ADVISORS SINGAPORE PTE. LTD.,"Job Description
BlackRock is a leader in investment management, risk management and advisory services for institutional and retail clients worldwide! As of June 30, 2019, BlackRock’s AUM was $6.84 trillion, making it the largest asset manager globally. BlackRock helps clients meet their goals and overcome challenges with a range of products that include separate accounts, mutual funds, iShares® (exchange-traded funds), and other pooled investment vehicles. BlackRock also offers risk management, advisory and enterprise investment system services to a broad base of institutional investors through BlackRock Solutions®. Headquartered in New York City, the firm employs approximately 13,000 dedicated professionals and maintains offices in more than 30 countries around the world and is a major presence in key global markets, including North and South America, Europe, Asia, Australia, the Middle East and Africa! For additional information, please visit the Company’s website at www.blackrock.com | Twitter: @blackrock_news | Blog: www.blackrockblog.com | LinkedIn: www.linkedin.com/company/blackrock
Data & AI ensures that all portfolio information (Core Enterprise Data) necessary for the investment management process is complete, accurate, timely and effectively controlled using the latest technology and tools. Data & AI provides information services and solutions in support of all BlackRock and BlackRock Solutions businesses.
The New Issue Operations (NIO) team, a component of BlackRock’s Data & Artificial Intelligence, Data Operations organization, is entrusted with the operational aspects of supporting the firm’s participation in the primary markets – this spans fixed income and equity investments in both the public and private sector. The team is responsible for direct interaction with the sell-side of the industry to help shape the nature and structure of instruments that support investment objectives of BlackRock’s diverse investment teams. NIO is a distributed team, with presence across supporting investment in EMEA, AMER, and APAC regions.
Responsibilities:
Directly contact sell side / deal makers to craft instruments that support investment team account objectives
Directly contact investment desks to communicate available new issuances and coordinate order placement at a firm level
Upon receipt of order fill allocate proportionally across participating desks
Ensure complete terms and conditions data are available in the Aladdin platform for new issuances to ensure adherence to regulatory and client requirement
Knowledge/Experience:
Bachelor’s Degree or equivalent experience is required, with preference to business subject areas such as Finance, Accounting, or Economics, and technical fields such as Computer Science, Information Systems, or Engineering
A “Student of the Markets” mentality: Intellectually curious with a passion for learning about the global financial markets and the investment management business.
Basic knowledge of fixed income, equity and derivative instruments.
Ability to work in an entrepreneurial, fast paced, and team oriented environment.
Excellent verbal and written communication skills combined with agile critical thinking and a problem-solving attitude.
Base knowledge of technical tools such as SQL, UNIX, or Python is a plus",https://www.mycareersfuture.gov.sg/job/banking-finance/analyst-data-operations-blackrock-advisors-singapore-6c56dde3ce7b3202d6681da99d8ec7ae?source=MCF&event=Search
47,Business Data Analyst,C&W SERVICES (S) PTE. LTD.,"Responsibilities:
Conduct Client Business Needs Analysis and produce Business Requirements Documentation
Provide leadership and guidance on data analytics process, outcome and best practices
Provide data analytics to manage and report energy or utilities usage and costs trends
Liaise with internal and external business stakeholders/users, development team and/or external vendors to ensure smooth adoption of new and existing applications, and operationalization of system functionality.
Understands, identifies and streamlines business processes and operations by working with relevant stakeholders and leveraging digitalization.
Proactively communicates with end-users to provide timely and accurate information and status updates.
Demonstrates a comprehensive understanding of how areas of IT project innovation collectively integrate and contribute to achieving business goals.
Drives digital projects across Energy Procurement Consulting (EPC) business unit.
Manages the lifecycle of projects from Scope, Budget, Requirement Gathering, Design & Development, Test & Deployment to Operation and Maintenance while ensuring quality documentation & execution and timely delivery.
Collaborates with Corporate Transformation team, IT team and other Shared Services teams to ensure company-wide policy alignment, process consistency and risk compliance.
Continuously seek improvement in EPC business and operations processes by exploring new market technology and engaging with Corporate Technology team.
You are:
Diploma or Bachelor’s Degree in Information Technology, Computing Science, Data Analytics or related areas.
Possess at least 5 years relevant IT Project Management or Data Analytics experience.
Project Delivery related to Energy Market metering and billing and Sustainability experiences is advantageous.
Programming knowledge and experience in Python, JavaScript, HTML, CSS, MYSQL, MS Azure Cloud and MS productivity suite and visualization tool such as Power BI.
Possess knowledge and experience in web-based application and mobile apps development
Good organizational & People management skills
Strong communication, interpersonal skills
Have experience in Change Management
Cushman & Wakefield is committed to building a diverse and engaged workforce and supporting an inclusive environment where our employees can do their best work. We believe that embracing new perspectives helps us solve problems, create opportunities and develop new ideas. For more details on DEI, please visit our webpage at https://www.cushmanwakefield.com/en/about-us/diversity-equity-and-inclusion

Cushman & Wakefield Singapore",https://www.mycareersfuture.gov.sg/job/consulting/business-data-analyst-cw-services-47160aa51e40c8a8617531d3e71954ee?source=MCF&event=Search
48,Data Analyst / Senior,BENCHMARK STAFFING SOLUTIONS,"Our Client is a leading worldwide technology partner providing critical components for IoT intelligence, with a special focus on Telecommunication Equipment and Metal Precision, LED technologies and Interconnect solutions. Technological innovation is in the DNA of entire organization and is also the cornerstone of state-of-the-art products and quality services. Towards this, they have established the data analytics COE to fully incorporate Big Data and Artificial Intelligence into strategic roadmap and enable digital transformation and smart manufacturing initiatives. This tole as Data Analyst / Senior will enable an organization to make more informed decisions by blending various data to provide actionable insight. He/she will be part of innovation drivers to improve business process and coordinates with internal stakeholders to develop projections on implementing digital transformation strategies. Meanwhile, he/she works in a team setting and is exposed to various technologies (e.g., Big Data, advanced analytics, cybersecurity) for further career progression.
They are a public listed company and operates in more than 15 countries globally with annual revenue of more than US$4 billion.
Data Analyst / Senior
Job Responsibilities:
Identify information required for stakeholders’ decision-making and translate business requirements into analytics and reporting requirements.
Recommend types of data and data sources needed to obtain the required information and insights.
Identify potential business intelligence service offerings required by the business and long-term analytics strategies.
Work with data engineer team to prepare the data warehouse for BI reporting and analytics consumption.
Collaborate with technical and non-technical stakeholders to identify opportunities for process improvements, recommend system modifications, and develop policies for data governance.
Gather data from internal and external sources as needed to build POC in timely fashion.
Perform data validation, cleaning and transformation as needed to ensure data quality before data consumption.
Design data reports and visualization tools to facilitate data understanding through storytelling.
Plan and conduct analytics training for business adoption and data-driven culture cultivation.
Perform progress check, solution review and documentation on the regular basis.
Job Requirements:
Degree in Computer Science, Software Engineering, Applied Math, Business, Engineering or a related discipline.
At least 3 to 5 years of relevant data analyst/developer experience in analysing large dataset.
Hands-on experience in using data visualization tool, e.g., Power BI, Tableau, Fanruan.
Hands-on experience in various data analysis, e.g., gap analysis, root cause, regression.
Strong domain knowledge and product sense to drive the analytics adoption.
Good analytical and critical thinking skills – able to drive the analytics adoption.
Familiar with Agile methodology to continuously review and correct the “playbook”.
Experience in supply chain, operation planning and manufacturing is highly valued.
Able to communicate clearly and effectively in both English and Mandarin.
Software development experience (front-end or backend) is a plus.
Are you ready for a challenging and exciting endeavour that will require the investment of a lot of hard work, dedication and all your experience? Are you ready to bring your skills and competencies to support the establishment and enhancement of our client’s business? If yes, you might be exactly the new team member they are looking for!
Please submit your updated and comprehensive CV in MS WORD FORMAT ONLY (NOT PDF) with full career details, stating current or last drawn salary with full breakdown such as base, incentives, AWS, etc. and expected salary, contact details, educational qualifications, working experiences, reasons for leaving each past employment(s) and availability date to:
benchmark.thomas@gmail.com
What our client offers
Our client offers an attractive remuneration package, a fast-paced and exciting working environment and provide challenging opportunities for career advancement. They care about their employees. They are not just an employer. They are a Team. They do not just offer you a job, they offer you a career. By joining their team, you will find strong purpose and deep meaning in everything you do. You will have the chance to make a real difference for customers, working alongside a passionate team of like-minded colleagues, while building your knowledge/skills and developing your career in a fun, dynamic and fast-growing organization.
Personal Data Protection Statement for Job Applicants
Please be informed that the personal data you provided by way of your job application to Benchmark will be collected, used and disclosed by or on behalf of Benchmark to determine or investigate your suitability, eligibility or qualifications for employment with Benchmark and/or its clients and manage your application for employment with Benchmark and/or its clients including identifying you as potential candidate for future suitable positions and/or notifying you of any such positions, either existing or in the future.
Thank You!
We thank all applicants for their interest in a career with our client. Due to the high volume of incoming applications, we will not be able to respond to all applicants. Therefore, only shortlisted applicants will be notified for interviews. All applications will be treated with the strictest confidence.
THOMAS CHAN | CEI No: R1766693 | Benchmark Staffing Solutions | EA Licence: 21C0679 | UEN: 53435609E",https://www.mycareersfuture.gov.sg/job/information-technology/data-analyst-senior-benchmark-staffing-solutions-53054aadcfa6e83afbfd9decc767c911?source=MCF&event=Search
49,Data Analyst / Data Manager (Contract) #SGUnitedJobs,MINISTRY OF HEALTH,"Are you keen to gain exposure in the healthcare sector during these unprecedented times? The Ministry of Health is at the epicentre of the nation’s response to COVID-19. You will be deployed to one of the Data Units to support the management of COVID-19 outbreak operations by performing data analyses and automating the business logic and operational processes of the COVID-19 operations teams. This may include projects on optimisation/simulations, projections of various medical or isolation facilities, building predictive models and data visualisation to facilitate decision-making. You will be working in a fast-paced and highly volatile environment that would require the ability to manage multiple priorities and stakeholders at the same time.

Your job responsibilities include but are not limited to the following:
Being the “Single Source of Truth” of movement, location, and discharge status of COVID patients.
To analyse and prepare available data for the Community Task Force to facilitate decision making, ops planning and discharge of COVID positive patients.
To build processes and programme codes for automated data cleaning, data transformation and data linkages across data sources, so that the data can be used to facilitate ground operations and generating of reports.
To ensure data integrity, quality and accuracy.
Requirements
Knowledge of programming language – Python, R, STATA, Java, Visual Basic (Data Analysts) is preferred.
Proficiency in Excel (Data Managers).
Education in Computing, Economics and Statistics, and/or experience in Data Analytics coursework is preferred.
Able to work under pressure in a fast-paced environment.
Some shift work may be required depending on work area deployed to
As part of the shortlisting process for this role, candidates may be required to complete a medical declaration and/or undergo further assessment
Join us at MOH and be part of the team in this nation-wide effort.
Note: Successful applicants may also be placed under the panel agencies’ administration.",https://www.mycareersfuture.gov.sg/job/healthcare/data-analyst-data-manager-sgunitedjobs-ministry-health-c9a2a82480902562a76a8dfab3517fee?source=MCF&event=Search
50,Data Analyst (Finance),ADVANCED MEDTECH CORPORATE PTE. LTD.,"This is a regional position within the Finance department and you will be responsible for organizing data related to sales numbers and financials reporting activities of various legal entities. In this role, you will work closely with various stakeholders to prepare internal reports for executive leadership to support their decision making. You need to be self-driven and be confident enough to propose the most appropriate approach to fulfill the business and accounting requirements. Additionally, you need to constantly reassess the existing way of doing things and to come up with suggestions to further improve the business processes.
Job Responsibilities
Using automated tools to extract data from primary and secondary sources for business analytical requirements
Developing and maintaining databases, data systems – reorganizing data in a readable format
Using statistical tools to identify, analyze, and interpret patterns and trends in complex data sets that could be helpful for the diagnosis and prediction
Preparing and analyze reports for the management stating trends, patterns, and predictions using relevant data
Build solutions utilizing technologies including PowerBI, with a variety of data sources on-premise such as Infor Syteline, SQL Server, COGNOS and SalesForce
Job Requirements
Degree holder in Business Analytics, Information Technology, Data Science or Computer Science with Accounting knowledge
2 years of working knowledge of data mining principles: mapping, collecting data from multiple data systems on premises and cloud-based data sources
2 years of work experience developing and managing data products from ingestion to operations
2 years of experience supporting data analytics solutions
Self-driven, highly motivated and open-minded to change
Possesses strong analytical and problem-solving skill
Able to work under high pressure and prioritize with a heavy workload and multiple deadlines
In-depth understanding of and experience in designing structured and unstructured, SQL and No SQL data repositories
Strong knowledge about data modeling
We regret that only shortlisted applicants will be notified.",https://www.mycareersfuture.gov.sg/job/healthcare/data-analyst-advanced-medtech-corporate-c7fc3051547a99d18670d3124a9f99d2?source=MCF&event=Search
51,22600217 Senior Data Analyst,CITIBANK N.A.,"Job Description
The Data Governance Lead Analyst is a strategic professional who stays abreast of developments within own field and contributes to directional strategy by considering their application in own job and the business. Recognized technical authority for an area within the business. Requires basic commercial awareness. There are typically multiple people within the business that provide the same level of subject matter expertise. Developed communication and diplomacy skills are required in order to guide, influence and convince others, in particular colleagues in other areas and occasional external customers. Significant impact on the area through complex deliverables. Provides advice and counsel related to the technology or operations of the business. Work impacts an entire area, which eventually affects the overall performance and effectiveness of the sub-function/job family.

Responsibilities:
Designs/analyzes complex reports to satisfy management requirements.
Deals with complex and variable issues with substantial potential impact.
Uses broad discretion in developing solutions for broad based business reporting issues.
Leads reengineering efforts in business's methodology, strategy, and organizational goals.
Manages resource allocation and leads the work within a team/project to develop solutions for business reporting issues.
Applies/demonstrates advanced understanding of processes, procedures, and policies for area supported. Possesses a comprehensive understanding of how own area and others collectively integrate to contribute towards achieving business objectives.
Acts as advisor or coach to new or lower level personnel in the business processes and procedures of area supported.
Provides in-depth and sophisticated analysis with interpretive thinking to define problems and develop innovative solutions.
Influences strategic functional decisions through advice, counsel or provided services that have direct impact on the business.
Persuades and influences others through developed communication and diplomacy skills with colleagues in other areas and occasional external customers.
May be responsible for resource management and allocation of work within the team/project.
Requires basic commercial awareness.
Develops communication and diplomacy skills are required in order to guide, influence and convince others, in particular colleagues in other areas and occasional external customers.
Deals with complex and variable issues with substantial potential impact, where development of an approach/taking of an action involves weighing various alternatives and balancing potentially conflicting needs.
Requires good analytical skills in order to filter, prioritize and validate potentially complex material from multiple sources. Exercises wide degree of latitude and discretion.
Provides advice and counsel related to the technology or operations of the business.
Handles day-to-day staff management issues, including resource management and allocation of work within the team/project.
Responsible for handling day-to-day staff management issues, including resource management and allocation of work within the team/project.
Gathers and synthesizes existing data governance principles, policies, practices and standards, e.g. understanding industry best practices.
Produces recommendations for enterprise-wide guiding principles, policies, processes and practices.
Determines requirements for and prioritize development of new enterprise-wide principles, policies, processes and practices as needed.
Develops and manages approach for measuring adoption of principles, policies, processes and practices.
Manages relationship with key business leaders and influential subject matter experts within specific lines of business to drive efforts to measurable successful conclusion.
Prepares executive/management level reporting and other regulator-required updates.
Acts as a change agent and collaborator, partnering with LOBs, Global Functions, and CDO team to establish enterprise wide data governance programs.
Processes mapping, modeling, and line of business policies and practices.
Performs other duties and functions as assigned.
Appropriately assess risk when business decisions are made, demonstrating particular consideration for the firm's reputation and safeguarding Citigroup, its clients and assets, by driving compliance with applicable laws, rules and regulations, adhering to Policy, applying sound ethical judgment regarding personal behavior, conduct and business practices, and escalating, managing and reporting control issues with transparency.
Qualifications:
6-10 years relevant experience
Demonstrated Data Analyst skillset
Advanced understanding of Project management methodologies and tools
Senior level experience in a related role.
Subject matter expert in at least one related area.
Ability to monitor tight deadlines or unexpected requirement changes
Education:
Bachelor’s/University degree or equivalent experience, potentially Masters degree",https://www.mycareersfuture.gov.sg/job/banking-finance/22600217-senior-data-analyst-citibank-na-404dbe15f091fc1d7706c22bced10f71?source=MCF&event=Search
