,Title,Company,Description,URL
10,Machine Learning Engineer,KULICKE & SOFFA PTE. LTD.,"As a part of Data Management Team, this is a key role in shaping and building efficient self-learning applications in line with organization’s strategic Data Analytics, Machine Learning(ML) and Artificial Intelligence(AI) directions

Key Responsibilities

· Design and develop Machine Learning / Deep Learning Models
· Research and implement appropriate ML algorithms and tools
· Explore data, conduct analysis to extract useful insights for business
· Select appropriate datasets, data representation methods. Run machine learning tests and experiments to test different solutions and measure model performance
· Perform statistical analysis and fine-tuning of models using test results. Train and retrain systems when necessary
· Study and transform data science prototypes
· Design and implement robust data pipelines
· Explore and propose model deployment schemes considering security and ease of consumption
· Create/Maintain CI/CD pipelines of Machine Learning solutions in the cloud

Requirements

· Proven experience as a ML Engineer or similar role in building and executing end-to-end ML systems automating training, testing and deploying ML models
· Expertise in ML frameworks and libraries not limited to Pandas, Scikit-learn, NumPy, Matplotlib, Seaborn
· Experience with Azure or other cloud-based big data and machine learning services is a plus
· Solid software engineering and coding skills.
· Proficiency in SQL, Python
· Strong analytical and problem-solving skills
· Self-motivated, Independent, willingness to learn & keep abreast of latest developments in the field
· A Recognized Degree in Computer Science / Information Technology or its equivalent
· Ability to multitask in a dynamic work environment
· Positive attitude, enthusiastic, sensitive to team dynamics & cultures
· Strong written and verbal communication as well as interpersonal skills
· A Good team player",https://www.mycareersfuture.gov.sg/job/engineering/machine-learning-engineer-kulicke-soffa-6e87ad176298fe1e740bb314e4128903?source=MCF&event=Search
11,"Machine Learning Engineer, e-Commerce - Singapore",TIKTOK PTE. LTD.,"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo.

Why Join Us
At TikTok, our people are humble, intelligent, compassionate and creative. We create to inspire - for you, for us, and for more than 1 billion users on our platform. We lead with curiosity and aim for the highest, never shying away from taking calculated risks and embracing ambiguity as it comes. Here, the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at TikTok.

Our TikTok team is responsible for developing state-of-the-art machine learning models and strategies to improve user consumption experience, inspire creativity, build a fair and flourishing ecosystem.

Responsibilities:
- Design and apply machine learning algorithm and recommendation strategies to improve users' experience on e-commerce content, including videos and livestreams.
- Understand ecosystem of e-commerce content and use algorithm and strategy to make it thrive.
- Work with product and ops team to deliver features that drives growth of e-commerce content on TikTok.
- Build industry leading recommendation system; develop highly scalable classifiers and tools leveraging machine learning

Qualifications
1. Bachelor's degree in computer science or a related technical discipline, with at least 2 years of related work experience;
2. Solid experience with data structures and algorithms;
3. Software development experience through hands on coding in a general purpose programming language;
4. Experience in one or more of the following areas: machine learning, recommendation systems, data mining or other related areas;
5. Strong communication and teamwork skills;
6. Passion about technologies and solving challenging problems.

TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.",https://www.mycareersfuture.gov.sg/job/information-technology/machine-learning-engineer-e-commerce-singapore-tiktok-da52c8f6a32e8d0d5c425de15b1a0184?source=MCF&event=Search
12,Machine Learning Engineer - e-Commerce - Singapore,TIKTOK PTE. LTD.,"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo.

Why Join Us
At TikTok, our people are humble, intelligent, compassionate and creative. We create to inspire - for you, for us, and for more than 1 billion users on our platform. We lead with curiosity and aim for the highest, never shying away from taking calculated risks and embracing ambiguity as it comes. Here, the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at TikTok.

Our TikTok team is responsible for developing state-of-the-art machine learning models and strategies to improve user consumption experience, inspire creativity, build a fair and flourishing ecosystem.
Responsibilities:
- Design and apply machine learning algorithm and recommendation strategies to improve users' experience on e-commerce content, including videos and livestreams.
- Understand ecosystem of e-commerce content and use algorithm and strategy to make it thrive.
- Work with product and ops team to deliver features that drives growth of e-commerce content on TikTok.
- Build industry leading recommendation system; develop highly scalable classifiers and tools leveraging machine learning

Qualifications
1. Bachelor's degree in computer science or a related technical discipline, with at least 2 years of related work experience;
2. Solid experience with data structures and algorithms;
3. Software development experience through hands on coding in a general purpose programming language;
4. Experience in one or more of the following areas: machine learning, recommendation systems, data mining or other related areas;
5. Strong communication and teamwork skills;
6. Passion about technologies and solving challenging problems.

TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.",https://www.mycareersfuture.gov.sg/job/information-technology/machine-learning-engineer-e-commerce-singapore-tiktok-0810fceaa52f2a9904ed567b0536ad51?source=MCF&event=Search
13,AI Perception Algorithm Engineer,BLACK SESAME TECHNOLOGIES (SINGAPORE) PTE. LTD.,"RESPONSIBILITIES
• Develop deep learning based perception algorithms, including object detection, lane detection, segmentation, depth estimation, and so on.
• Develop state of the art network structures and training schemes, and evaluate their performance on vision problems
• Perform deep network compression based on ASIC platforms
• Keep up with latest technologies in deep learning and computer vision literature and propose innovative ideas
• Publish patent and research papers

QUALIFICATIONS
• MS/PHD in computer science, electrical engineering, or equivalent.
• Research and development experience in one or more of the following areas:
o Deep network development, in particular with visual data
o Object detection and tracking
o Stereo / optical flow / depth estimation
o Multi-view geometry, 3D computer vision
o Structure from motion
o Network compression and optimization
o Network based sensor fusion
o Matchematical optimization",https://www.mycareersfuture.gov.sg/job/engineering/ai-perception-algorithm-engineer-black-sesame-technologies-9c494fe219aeea9821aef71a452f08e6?source=MCF&event=SuggestedJob
14,Snr Machine Learning Ops System Engineer,ST ENGINEERING IHQ PTE. LTD.,"We are seeking an experienced Snr MLOps System Engineer to join ST Engineering GEC. The ideal candidate will have 8 years of experience in designing and building end-to-end machine learning pipelines and a deep understanding of machine learning concepts. As a Senior MLOps System Engineer, you will be responsible for designing and implementing scalable and reliable machine learning systems that can deliver high-quality predictions in real-time.
Key Responsibilities:
-Build and manage machine learning pipelines for data ingestion, model training, and deployment to production
-Design and implement scalable and reliable machine learning systems using modern technologies and best practices
-Collaborate with data scientists, software engineers, and DevOps teams to ensure smooth and efficient deployment of machine learning models
-Develop and maintain automation scripts for data processing, model training, and deployment
-Monitor and troubleshoot machine learning systems to ensure high availability, performance, and reliability
-Stay up-to-date with the latest machine learning and MLOps technologies and best practices
-Provide technical guidance and mentorship to junior engineers

Requirements:
-Bachelor's or Master's degree in Computer Science, Computer Engineering, or a related field
8 years of experience in building and managing end-to-end machine learning pipelines
Strong programming skills in Python, Java, or other programming languages
-Experience with machine learning frameworks such as TensorFlow, PyTorch, or Scikit-Learn
Knowledge of DevOps tools and practices, such as Docker, Kubernetes, Git, and CI/CD pipelines
-Excellent problem-solving and analytical skills
-Strong communication and collaboration skills
-Proven ability to design and implement scalable and reliable machine learning systems
-Experience providing technical guidance and mentorship to junior engineers",https://www.mycareersfuture.gov.sg/job/engineering/snr-machine-learning-ops-system-engineer-st-engineering-ihq-8b681e36d8d064d5b75006270600d245?source=MCF&event=Search
15,Machine Learning Ops System Engineer,ST ENGINEERING IHQ PTE. LTD.,"We are seeking an experienced MLOps System Engineer to join ST Engineering GEC. The ideal candidate will have 2-4 years of experience in designing and building end-to-end machine learning pipelines and a deep understanding of machine learning concepts. As a Senior MLOps System Engineer, you will be responsible for designing and implementing scalable and reliable machine learning systems that can deliver high-quality predictions in real-time.
Key Responsibilities:
-Build and manage machine learning pipelines for data ingestion, model training, and deployment to production
-Design and implement scalable and reliable machine learning systems using modern technologies and best practices
-Collaborate with data scientists, software engineers, and DevOps teams to ensure smooth and efficient deployment of machine learning models
-Develop and maintain automation scripts for data processing, model training, and deployment
-Monitor and troubleshoot machine learning systems to ensure high availability, performance, and reliability
-Stay up-to-date with the latest machine learning and MLOps technologies and best practices
-Provide technical guidance and mentorship to junior engineers

Requirements:
-Bachelor's or Master's degree in Computer Science, Computer Engineering, or a related field
2-4 years of experience in building and managing end-to-end machine learning pipelines
Strong programming skills in Python, Java, or other programming languages
-Experience with machine learning frameworks such as TensorFlow, PyTorch, or Scikit-Learn
Knowledge of DevOps tools and practices, such as Docker, Kubernetes, Git, and CI/CD pipelines
-Excellent problem-solving and analytical skills
-Strong communication and collaboration skills
-Proven ability to design and implement scalable and reliable machine learning systems
-Experience providing technical guidance and mentorship to junior engineers",https://www.mycareersfuture.gov.sg/job/engineering/machine-learning-ops-system-engineer-st-engineering-ihq-ce8e29b3e1404efddfd6900765f11bc9?source=MCF&event=Search
16,"Machine Learning Engineer, Risk Data Mining, BRIC - Singapore",TIKTOK PTE. LTD.,"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo.

Why Join Us
At TikTok, our people are humble, intelligent, compassionate and creative. We create to inspire - for you, for us, and for more than 1 billion users on our platform. We lead with curiosity and aim for the highest, never shying away from taking calculated risks and embracing ambiguity as it comes. Here, the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at TikTok.

The Business Risk Integrated Control (BRIC) team is missioned to:
- Protect ByteDance users, including and beyond content consumers, creators, advertisers;
- Secure platform health and community experience authenticity;
- Build infrastructures, platforms and technologies, as well as to collaborate with many cross-functional teams and stakeholders.

The BRIC team works to minimize the damage of inauthentic behaviors on ByteDance platforms (e.g. TikTok, CapCut, Resso, Lark), covering multiple classical and novel community and business risk areas such as account integrity, engagement authenticity, anti spam, API abuse, growth fraud, live streaming security and financial safety (ads or e-commerce), etc.
In this team you'll have a unique opportunity to have first-hand exposure to the strategy of the company in key security initiatives, especially in building scalable and robust, intelligent and privacy-safe, secure and product-friendly systems and solutions. Our challenges are not some regular day-to-day technical puzzles -- You'll be part of a team that's developing novel solutions to first-seen challenges of a non-stop evolvement of a phenomenal product eco-system. The work needs to be fast, transferrable, while still down to the ground to making quick and solid differences.

Responsibilities
- Build machine learning solutions to respond to and mitigate business risks in ByteDance products/platforms. Such risks include and are not limited to abusive accounts, fake engagements, spammy redirection, scraping, fraud, etc.
- Improve modeling infrastructures, labels, features and algorithms towards robustness, automation and generalization, reduce modeling and operational load on risk adversaries and new product/risk ramping-ups.
- Uplevel risk machine learning excellence on privacy/compliance, interpretability, risk perception and analysis.

Qualifications
- Master or above degree in computer science, statistics, or other relevant, machine-learning-heavy majors.
- Solid engineering skills. Proficiency in at least two of: Linux, Hadoop, Hive, Spark, Storm.
- Strong machine learning background. Proficiency or publications in modern machine learning theories and applications such as deep neural nets, transfer/multi-task learning, reinforcement learning, time series or graph unsupervised learning.
- Ability to think critically, objectively, rationally. Reason and communicate in result-oriented, data-driven manner. High autonomy.

TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.",https://www.mycareersfuture.gov.sg/job/information-technology/machine-learning-engineer-risk-data-mining-bric-singapore-tiktok-807508d9fe04ad1609df578a4bebcf3c?source=MCF&event=Search
17,Machine Learning Engineer (Recommendation) - e-Commerce Alliance,TIKTOK PTE. LTD.,"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo.

Why Join Us
At TikTok, our people are humble, intelligent, compassionate and creative. We create to inspire - for you, for us, and for more than 1 billion users on our platform. We lead with curiosity and aim for the highest, never shying away from taking calculated risks and embracing ambiguity as it comes. Here, the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at TikTok.

About the team
The e-commerce alliance team aims to serve merchants and creators on the e-commerce platform to meet merchants' business indicators and improve creators' creative efficiency. By cooperating with merchants and creators, we aim to provide high-quality content and a personalized shopping experience for TikTok users, create efficient shopping tools at seller centers, and promote cooperation between merchants and creators.

Responsibilities
- Build and design large-scale machine learning algorithms to model the real-time interests of creators to improve conversion efficiency
- Optimize TikTok's massive commodity relationship mining and ranking and recall of creators' product recommendations, and improve the overall GMV of the platform
- Use the large scale of data to deeply analyze the behavior of creators and merchants and build targeted algorithm strategies to empower creators and merchants, improve merchants' monetization efficiency, and boost industrial upgrading
- Support the rapid development of TikTok's e-commerce business, serve millions of merchants, explore more efficient business models, satisfy users with the best shopping experience, and promote healthy ecological development

Qualifications
- Experience with solid theoretical foundation of machine learning;
- Familiar with common algorithms such as matrix factorization, GBDT, LTR, Word2vec, DIN, Deep&Wide;
- Proficient in Python and C++ languages
- Proficiency in using any of the following open source tools: XGboost, TensorFlow, Caffe;
- Have excellent learning ability and good communication and cooperative spirit.

TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.",https://www.mycareersfuture.gov.sg/job/information-technology/machine-learning-engineer-e-commerce-alliance-tiktok-48d78eb44e4faeadd0f05476fbecaea0?source=MCF&event=Search
18,"Machine Learning Engineer (Recommendation), e-Commerce Alliance",TIKTOK PTE. LTD.,"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo.

Why Join Us
At TikTok, our people are humble, intelligent, compassionate and creative. We create to inspire - for you, for us, and for more than 1 billion users on our platform. We lead with curiosity and aim for the highest, never shying away from taking calculated risks and embracing ambiguity as it comes. Here, the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at TikTok.

About the team
The e-commerce alliance team aims to serve merchants and creators on the e-commerce platform to meet merchants' business indicators and improve creators' creative efficiency. By cooperating with merchants and creators, we aim to provide high-quality content and a personalized shopping experience for TikTok users, create efficient shopping tools at seller centers, and promote cooperation between merchants and creators.

Responsibilities
- Build and design large-scale machine learning algorithms to model the real-time interests of creators to improve conversion efficiency
- Optimize TikTok's massive commodity relationship mining and ranking and recall of creators' product recommendations, and improve the overall GMV of the platform
- Use the large scale of data to deeply analyze the behavior of creators and merchants and build targeted algorithm strategies to empower creators and merchants, improve merchants' monetization efficiency, and boost industrial upgrading
- Support the rapid development of TikTok's e-commerce business, serve millions of merchants, explore more efficient business models, satisfy users with the best shopping experience, and promote healthy ecological development

Qualifications
- Experience with solid theoretical foundation of machine learning;
- Familiar with common algorithms such as matrix factorization, GBDT, LTR, Word2vec, DIN, Deep&Wide;
- Proficient in Python and C++ languages
- Proficiency in using any of the following open source tools: XGboost, TensorFlow, Caffe;
- Have excellent learning ability and good communication and cooperative spirit.

TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.",https://www.mycareersfuture.gov.sg/job/information-technology/machine-learning-engineer-e-commerce-alliance-tiktok-554e0cc21ac090b0a4e7160431a2bb2a?source=MCF&event=Search
19,Machine Learning Ops Engineer,KRIS INFOTECH PTE. LTD.,"Job Description

Microsoft Azure Machine Learning Workbench
Manage, architect and analyze big data in order to build data driven insights and high impact data models.
Create a value chain to help address the challenges of acquiring data, evaluating its value, distilling & analyzing.
Examine data from multiple sources and share insights which provide competitive advantage.
Contribute to assets/offerings and thought leadership.
Act as Subject Matter Expert in area of expertise and enhance our marketplace reputation.
Requirement:
Microsoft Azure Machine Learning Workbench
Machine Learning Model Management
Data Analysis & Interpretation
Statistical Analysis
Machine Learning",https://www.mycareersfuture.gov.sg/job/information-technology/machine-learning-ops-engineer-kris-infotech-9aa7bd7ec83cae3eef40cec495518219?source=MCF&event=Search
20,"Machine Learning Engineer, E-Commerce Risk Control",TIKTOK PTE. LTD.,"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo.

Why Join Us
At TikTok, our people are humble, intelligent, compassionate and creative. We create to inspire - for you, for us, and for more than 1 billion users on our platform. We lead with curiosity and aim for the highest, never shying away from taking calculated risks and embracing ambiguity as it comes. Here, the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at TikTok.

The E-Commerce Risk Control (ECRC) team is missioned:
- To protect Tiktok E-Commerce users, including and beyond buyer, seller, creator;
- By securing the integrity of our ecommerce ecosystem and providing a safe shopping experience on the platform;
- Through building infrastructures, platforms and technologies, as well as collaborating with many cross-functional teams and stakeholders.

The ECRC team works to minimize the damage of inauthentic behaviors on Tiktok E-Commerce platforms (e.g. TikTok Shop, Jumanji, Fanno), covering multiple classical and novel community and business risk areas such as account integrity, incentive abuse, malicious activities, brushing, click-farm, information leakage etc.

In this team you'll have a unique opportunity to have first-hand exposure to the strategy of the company in key security initiatives, especially in building scalable and robust, intelligent and privacy-safe, secure and product-friendly systems and solutions. Our challenges are not some regular day-to-day technical puzzles -- You'll be part of a team that's developing novel solutions to first-seen challenges of a non-stop evolvement of a phenomenal product eco-system. The work needs to be fast, transferrable, while still down to the ground to making quick and solid differences.

Responsibilities
- Build rules, algorithms and machine learning models, to respond to and mitigate business risks in Tiktok products/platforms. Such risks include and are not limited to account integrity, scapler, deal-hunter, malicious activities, brushing, click-farm, information leakage etc.
- Analyze business and security data, uncover evolving attack motion, identify weaknesses and opportunities in risk defense solutions, explore new space from the discoveries.
- Define risk control measurements. Quantify, generalize and monitor risk related business and operational metrics. Align risk teams and their stakeholders on risk control numeric goals, promote impact-oriented, data-driven data science practices for risks.

Qualifications
- Bachelor or degrees above in computer science, statistics, math, internet security or other relevant STEM majors (e.g. finance if applying for financial fraud roles).
- Solid data science skills. Proficiency in statistical analytical tools, such as SQL, R and Python.
- Familiarity with machine learning or social/content online platform analytics. Bonus given to proficiency in modern machine learning applications.
- Ability to think critically, objectively, rationally. Reason and communicate in result-oriented, data-driven manner. High autonomy.

TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.",https://www.mycareersfuture.gov.sg/job/information-technology/machine-learning-engineer-e-commerce-risk-control-tiktok-b59aa6697fe9175b9cd52bd2aa875d3e?source=MCF&event=Search
21,Machine Learning Engineer - E-Commerce Risk Control,TIKTOK PTE. LTD.,"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo.

Why Join Us
At TikTok, our people are humble, intelligent, compassionate and creative. We create to inspire - for you, for us, and for more than 1 billion users on our platform. We lead with curiosity and aim for the highest, never shying away from taking calculated risks and embracing ambiguity as it comes. Here, the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at TikTok.

The E-Commerce Risk Control (ECRC) team is missioned:
- To protect Tiktok E-Commerce users, including and beyond buyer, seller, creator;
- By securing the integrity of our ecommerce ecosystem and providing a safe shopping experience on the platform;
- Through building infrastructures, platforms and technologies, as well as collaborating with many cross-functional teams and stakeholders.

The ECRC team works to minimize the damage of inauthentic behaviors on Tiktok E-Commerce platforms (e.g. TikTok Shop, Jumanji, Fanno), covering multiple classical and novel community and business risk areas such as account integrity, incentive abuse, malicious activities, brushing, click-farm, information leakage etc.

In this team you'll have a unique opportunity to have first-hand exposure to the strategy of the company in key security initiatives, especially in building scalable and robust, intelligent and privacy-safe, secure and product-friendly systems and solutions. Our challenges are not some regular day-to-day technical puzzles -- You'll be part of a team that's developing novel solutions to first-seen challenges of a non-stop evolvement of a phenomenal product eco-system. The work needs to be fast, transferrable, while still down to the ground to making quick and solid differences.

Responsibilities
- Build rules, algorithms and machine learning models, to respond to and mitigate business risks in Tiktok products/platforms. Such risks include and are not limited to account integrity, scapler,deal-hunter, malicious activities, brushing, click-farm, information leakage etc.
- Analyze business and security data, uncover evolving attack motion, identify weaknesses and opportunities in risk defense solutions, explore new space from the discoveries.
- Define risk control measurements. Quantify, generalize and monitor risk related business and operational metrics. Align risk teams and their stakeholders on risk control numeric goals, promote impact-oriented, data-driven data science practices for risks.

Qualifications
- Bachelor or degrees above in computer science, statistics, math, internet security or other relevant STEM majors (e.g. finance if applying for financial fraud roles).
- At least 5 years with solid data science skills. Proficiency in statistical analytical tools, such as SQL, R and Python.
- Familiarity with machine learning or social/content online platform analytics. Bonus given to proficiency in modern machine learning applications.
- Ability to think critically, objectively, rationally. Reason and communicate in result-oriented, data-driven manner. High autonomy.

TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.",https://www.mycareersfuture.gov.sg/job/information-technology/machine-learning-engineer-e-commerce-risk-control-tiktok-b4aced053220c015249527fa50095586?source=MCF&event=Search
22,"Machine Learning Engineer, Recommendation - Singapore",TIKTOK PTE. LTD.,"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo.

Why Join Us
At TikTok, our people are humble, intelligent, compassionate and creative. We create to inspire - for you, for us, and for more than 1 billion users on our platform. We lead with curiosity and aim for the highest, never shying away from taking calculated risks and embracing ambiguity as it comes. Here, the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at TikTok.

Our TikTok team is responsible for developing state-of-the-art machine learning models and strategies to improve user consumption experience, inspire creativity, build a fair and flourishing ecosystem.

1. Build industry leading recommendation system; develop highly scalable classifiers and tools leveraging machine learning;
2. Understand product objectives and machine learning techniques; improve model and recommendation strategy;
3. Understand user behaviour and apply ML algorithms to optimise content consumption and production experience;
4. Understand content security strategy and apply ML algorithms to improve content audit process;
5. Work with cross functional teams to grow ByteDance product in important regional markets.

Qualifications
1. Bachelor's degree in computer science or a related technical discipline, with at least 2 years of related work experience;
2. Solid experience with data structures or algorithms;
3. Software development experience through hands on coding in a general purpose programming language;
4. Experience in one or more of the following areas: machine learning, recommendation systems, data mining or other related areas;
5. Strong communication and teamwork skills;
6. Passion about technologies and solving challenging problems.

TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.",https://www.mycareersfuture.gov.sg/job/information-technology/machine-learning-engineer-recommendation-singapore-tiktok-b1ab5d567975c607b8c71ee6b62c638f?source=MCF&event=Search
23,Machine Learning Engineer - Recommendation - Singapore,TIKTOK PTE. LTD.,"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo.

Why Join Us
At TikTok, our people are humble, intelligent, compassionate and creative. We create to inspire - for you, for us, and for more than 1 billion users on our platform. We lead with curiosity and aim for the highest, never shying away from taking calculated risks and embracing ambiguity as it comes. Here, the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at TikTok.

Our TikTok team is responsible for developing state-of-the-art machine learning models and strategies to improve user consumption experience, inspire creativity, build a fair and flourishing ecosystem.
1. Build industry leading recommendation system; develop highly scalable classifiers and tools leveraging machine learning;
2. Understand product objectives and machine learning techniques; improve model and recommendation strategy;
3. Understand user behavior and apply ML algorithms to optimize content consumption and production experience;
4. Understand content security strategy and apply ML algorithms to improve content audit process;
5. Work with cross functional teams to grow ByteDance product in important regional markets.

Qualifications
1. Bachelor's degree in computer science or a related technical discipline, with at least 2 years of related work experience;
2. Solid experience with data structures or algorithms;
3. Software development experience through hands on coding in a general purpose programming language;
4. Experience in one or more of the following areas: machine learning, recommendation systems, data mining or other related areas;
5. Strong communication and teamwork skills;
6. Passion about technologies and solving challenging problems.

Preferred Qualification
Minimum 3 years relevant work experience from a large-scale internet business

TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.",https://www.mycareersfuture.gov.sg/job/information-technology/machine-learning-engineer-recommendation-singapore-tiktok-b8f734a6c2339b8686320042442d4a25?source=MCF&event=Search
